Date,MEI
1967-03-01T00:00:00Z,-1.068
1967-04-01T00:00:00Z,-1.059
1967-05-01T00:00:00Z,-0.455
1967-06-01T00:00:00Z,-0.266
1967-07-01T00:00:00Z,-0.521
1967-08-01T00:00:00Z,-0.395
1967-09-01T00:00:00Z,-0.621
1967-10-01T00:00:00Z,-0.683
1967-11-01T00:00:00Z,-0.426
1967-12-01T00:00:00Z,-0.378
1968-01-01T00:00:00Z,-0.619
1968-02-01T00:00:00Z,-0.74
1968-03-01T00:00:00Z,-0.629
1968-04-01T00:00:00Z,-0.965
1968-05-01T00:00:00Z,-1.095
1968-06-01T00:00:00Z,-0.771
1968-07-01T00:00:00Z,-0.527
1968-08-01T00:00:00Z,-0.102
1968-09-01T00:00:00Z,0.22
1968-10-01T00:00:00Z,0.435
1968-11-01T00:00:00Z,0.586
1968-12-01T00:00:00Z,0.347
1969-01-01T00:00:00Z,0.664
1969-02-01T00:00:00Z,0.844
1969-03-01T00:00:00Z,0.452
1969-04-01T00:00:00Z,0.623
1969-05-01T00:00:00Z,0.696
1969-06-01T00:00:00Z,0.82
1969-07-01T00:00:00Z,0.467
1969-08-01T00:00:00Z,0.218
1969-09-01T00:00:00Z,0.177
1969-10-01T00:00:00Z,0.511
1969-11-01T00:00:00Z,0.666
1969-12-01T00:00:00Z,0.398
1970-01-01T00:00:00Z,0.372
1970-02-01T00:00:00Z,0.411
1970-03-01T00:00:00Z,0.215
1970-04-01T00:00:00Z,-0.023
1970-05-01T00:00:00Z,-0.126
1970-06-01T00:00:00Z,-0.659
1970-07-01T00:00:00Z,-1.089
1970-08-01T00:00:00Z,-1.016
1970-09-01T00:00:00Z,-1.252
1970-10-01T00:00:00Z,-1.088
1970-11-01T00:00:00Z,-1.084
1970-12-01T00:00:00Z,-1.223
1971-01-01T00:00:00Z,-1.223
1971-02-01T00:00:00Z,-1.521
1971-03-01T00:00:00Z,-1.807
1971-04-01T00:00:00Z,-1.888
1971-05-01T00:00:00Z,-1.464
1971-06-01T00:00:00Z,-1.448
1971-07-01T00:00:00Z,-1.23
1971-08-01T00:00:00Z,-1.225
1971-09-01T00:00:00Z,-1.46
1971-10-01T00:00:00Z,-1.421
1971-11-01T00:00:00Z,-1.329
1971-12-01T00:00:00Z,-0.993
1972-01-01T00:00:00Z,-0.596
1972-02-01T00:00:00Z,-0.422
1972-03-01T00:00:00Z,-0.262
1972-04-01T00:00:00Z,-0.196
1972-05-01T00:00:00Z,0.464
1972-06-01T00:00:00Z,1.069
1972-07-01T00:00:00Z,1.827
1972-08-01T00:00:00Z,1.821
1972-09-01T00:00:00Z,1.558
1972-10-01T00:00:00Z,1.643
1972-11-01T00:00:00Z,1.726
1972-12-01T00:00:00Z,1.766
1973-01-01T00:00:00Z,1.726
1973-02-01T00:00:00Z,1.497
1973-03-01T00:00:00Z,0.845
1973-04-01T00:00:00Z,0.481
1973-05-01T00:00:00Z,-0.106
1973-06-01T00:00:00Z,-0.769
1973-07-01T00:00:00Z,-1.081
1973-08-01T00:00:00Z,-1.347
1973-09-01T00:00:00Z,-1.727
1973-10-01T00:00:00Z,-1.667
1973-11-01T00:00:00Z,-1.503
1973-12-01T00:00:00Z,-1.848
1974-01-01T00:00:00Z,-1.939
1974-02-01T00:00:00Z,-1.793
1974-03-01T00:00:00Z,-1.76
1974-04-01T00:00:00Z,-1.673
1974-05-01T00:00:00Z,-1.077
1974-06-01T00:00:00Z,-0.67
1974-07-01T00:00:00Z,-0.769
1974-08-01T00:00:00Z,-0.671
1974-09-01T00:00:00Z,-0.627
1974-10-01T00:00:00Z,-1.052
1974-11-01T00:00:00Z,-1.251
1974-12-01T00:00:00Z,-0.905
1975-01-01T00:00:00Z,-0.538
1975-02-01T00:00:00Z,-0.597
1975-03-01T00:00:00Z,-0.884
1975-04-01T00:00:00Z,-0.963
1975-05-01T00:00:00Z,-0.863
1975-06-01T00:00:00Z,-1.15
1975-07-01T00:00:00Z,-1.519
1975-08-01T00:00:00Z,-1.73
1975-09-01T00:00:00Z,-1.874
1975-10-01T00:00:00Z,-1.987
1975-11-01T00:00:00Z,-1.773
1975-12-01T00:00:00Z,-1.757
1976-01-01T00:00:00Z,-1.61
1976-02-01T00:00:00Z,-1.394
1976-03-01T00:00:00Z,-1.246
1976-04-01T00:00:00Z,-1.184
1976-05-01T00:00:00Z,-0.496
1976-06-01T00:00:00Z,0.307
1976-07-01T00:00:00Z,0.615
1976-08-01T00:00:00Z,0.664
1976-09-01T00:00:00Z,1.038
1976-10-01T00:00:00Z,0.946
1976-11-01T00:00:00Z,0.493
1976-12-01T00:00:00Z,0.55
1977-01-01T00:00:00Z,0.521
1977-02-01T00:00:00Z,0.271
1977-03-01T00:00:00Z,0.131
1977-04-01T00:00:00Z,0.539
1977-05-01T00:00:00Z,0.326
1977-06-01T00:00:00Z,0.451
1977-07-01T00:00:00Z,0.866
1977-08-01T00:00:00Z,0.695
1977-09-01T00:00:00Z,0.8
1977-10-01T00:00:00Z,0.986
1977-11-01T00:00:00Z,0.975
1977-12-01T00:00:00Z,0.86
1978-01-01T00:00:00Z,0.773
1978-02-01T00:00:00Z,0.893
1978-03-01T00:00:00Z,0.936
1978-04-01T00:00:00Z,0.191
1978-05-01T00:00:00Z,-0.388
1978-06-01T00:00:00Z,-0.579
1978-07-01T00:00:00Z,-0.433
1978-08-01T00:00:00Z,-0.2
1978-09-01T00:00:00Z,-0.389
1978-10-01T00:00:00Z,-0.02
1978-11-01T00:00:00Z,0.186
1978-12-01T00:00:00Z,0.388
1979-01-01T00:00:00Z,0.6
1979-02-01T00:00:00Z,0.361
1979-03-01T00:00:00Z,-0.015
1979-04-01T00:00:00Z,0.283
1979-05-01T00:00:00Z,0.38
1979-06-01T00:00:00Z,0.423
1979-07-01T00:00:00Z,0.369
1979-08-01T00:00:00Z,0.625
1979-09-01T00:00:00Z,0.786
1979-10-01T00:00:00Z,0.678
1979-11-01T00:00:00Z,0.746
1979-12-01T00:00:00Z,0.989
1980-01-01T00:00:00Z,0.672
1980-02-01T00:00:00Z,0.589
1980-03-01T00:00:00Z,0.69
1980-04-01T00:00:00Z,0.907
1980-05-01T00:00:00Z,0.961
1980-06-01T00:00:00Z,0.907
1980-07-01T00:00:00Z,0.749
1980-08-01T00:00:00Z,0.336
1980-09-01T00:00:00Z,0.281
1980-10-01T00:00:00Z,0.201
1980-11-01T00:00:00Z,0.251
1980-12-01T00:00:00Z,0.089
1981-01-01T00:00:00Z,-0.262
1981-02-01T00:00:00Z,-0.163
1981-03-01T00:00:00Z,0.457
1981-04-01T00:00:00Z,0.669
1981-05-01T00:00:00Z,0.161
1981-06-01T00:00:00Z,-0.019
1981-07-01T00:00:00Z,-0.048
1981-08-01T00:00:00Z,-0.088
1981-09-01T00:00:00Z,0.187
1981-10-01T00:00:00Z,0.112
1981-11-01T00:00:00Z,-0.038
1981-12-01T00:00:00Z,-0.141
1982-01-01T00:00:00Z,-0.27
1982-02-01T00:00:00Z,-0.138
1982-03-01T00:00:00Z,0.106
1982-04-01T00:00:00Z,-0.009
1982-05-01T00:00:00Z,0.429
1982-06-01T00:00:00Z,0.944
1982-07-01T00:00:00Z,1.604
1982-08-01T00:00:00Z,1.799
1982-09-01T00:00:00Z,1.811
1982-10-01T00:00:00Z,2.024
1982-11-01T00:00:00Z,2.428
1982-12-01T00:00:00Z,2.411
1983-01-01T00:00:00Z,2.683
1983-02-01T00:00:00Z,2.909
1983-03-01T00:00:00Z,3.011
1983-04-01T00:00:00Z,2.824
1983-05-01T00:00:00Z,2.542
1983-06-01T00:00:00Z,2.24
1983-07-01T00:00:00Z,1.763
1983-08-01T00:00:00Z,1.178
1983-09-01T00:00:00Z,0.497
1983-10-01T00:00:00Z,0.038
1983-11-01T00:00:00Z,-0.132
1983-12-01T00:00:00Z,-0.188
1984-01-01T00:00:00Z,-0.33
1984-02-01T00:00:00Z,-0.533
1984-03-01T00:00:00Z,0.143
1984-04-01T00:00:00Z,0.347
1984-05-01T00:00:00Z,0.131
1984-06-01T00:00:00Z,-0.079
1984-07-01T00:00:00Z,-0.084
1984-08-01T00:00:00Z,-0.154
1984-09-01T00:00:00Z,-0.106
1984-10-01T00:00:00Z,0.001
1984-11-01T00:00:00Z,-0.352
1984-12-01T00:00:00Z,-0.603
1985-01-01T00:00:00Z,-0.561
1985-02-01T00:00:00Z,-0.594
1985-03-01T00:00:00Z,-0.718
1985-04-01T00:00:00Z,-0.481
1985-05-01T00:00:00Z,-0.707
1985-06-01T00:00:00Z,-0.133
1985-07-01T00:00:00Z,-0.143
1985-08-01T00:00:00Z,-0.367
1985-09-01T00:00:00Z,-0.526
1985-10-01T00:00:00Z,-0.139
1985-11-01T00:00:00Z,-0.059
1985-12-01T00:00:00Z,-0.293
1986-01-01T00:00:00Z,-0.301
1986-02-01T00:00:00Z,-0.196
1986-03-01T00:00:00Z,0.04
1986-04-01T00:00:00Z,-0.11
1986-05-01T00:00:00Z,0.35
1986-06-01T00:00:00Z,0.306
1986-07-01T00:00:00Z,0.383
1986-08-01T00:00:00Z,0.775
1986-09-01T00:00:00Z,1.088
1986-10-01T00:00:00Z,0.979
1986-11-01T00:00:00Z,0.873
1986-12-01T00:00:00Z,1.19
1987-01-01T00:00:00Z,1.25
1987-02-01T00:00:00Z,1.192
1987-03-01T00:00:00Z,1.719
1987-04-01T00:00:00Z,1.866
1987-05-01T00:00:00Z,2.14
1987-06-01T00:00:00Z,1.964
1987-07-01T00:00:00Z,1.859
1987-08-01T00:00:00Z,1.999
1987-09-01T00:00:00Z,1.894
1987-10-01T00:00:00Z,1.647
1987-11-01T00:00:00Z,1.271
1987-12-01T00:00:00Z,1.282
1988-01-01T00:00:00Z,1.119
1988-02-01T00:00:00Z,0.697
1988-03-01T00:00:00Z,0.487
1988-04-01T00:00:00Z,0.353
1988-05-01T00:00:00Z,0.119
1988-06-01T00:00:00Z,-0.622
1988-07-01T00:00:00Z,-1.145
1988-08-01T00:00:00Z,-1.303
1988-09-01T00:00:00Z,-1.506
1988-10-01T00:00:00Z,-1.326
1988-11-01T00:00:00Z,-1.468
1988-12-01T00:00:00Z,-1.328
1989-01-01T00:00:00Z,-1.12
1989-02-01T00:00:00Z,-1.271
1989-03-01T00:00:00Z,-1.037
1989-04-01T00:00:00Z,-0.795
1989-05-01T00:00:00Z,-0.435
1989-06-01T00:00:00Z,-0.253
1989-07-01T00:00:00Z,-0.459
1989-08-01T00:00:00Z,-0.497
1989-09-01T00:00:00Z,-0.311
1989-10-01T00:00:00Z,-0.341
1989-11-01T00:00:00Z,-0.073
1989-12-01T00:00:00Z,0.115
1990-01-01T00:00:00Z,0.237
1990-02-01T00:00:00Z,0.555
1990-03-01T00:00:00Z,0.945
1990-04-01T00:00:00Z,0.442
1990-05-01T00:00:00Z,0.637
1990-06-01T00:00:00Z,0.484
1990-07-01T00:00:00Z,0.12
1990-08-01T00:00:00Z,0.131
1990-09-01T00:00:00Z,0.378
1990-10-01T00:00:00Z,0.285
1990-11-01T00:00:00Z,0.389
1990-12-01T00:00:00Z,0.348
1991-01-01T00:00:00Z,0.313
1991-02-01T00:00:00Z,0.313
1991-03-01T00:00:00Z,0.405
1991-04-01T00:00:00Z,0.463
1991-05-01T00:00:00Z,0.759
1991-06-01T00:00:00Z,1.1
1991-07-01T00:00:00Z,1.023
1991-08-01T00:00:00Z,1.024
1991-09-01T00:00:00Z,0.76
1991-10-01T00:00:00Z,1.009
1991-11-01T00:00:00Z,1.189
1991-12-01T00:00:00Z,1.32
1992-01-01T00:00:00Z,1.743
1992-02-01T00:00:00Z,1.864
1992-03-01T00:00:00Z,1.993
1992-04-01T00:00:00Z,2.275
1992-05-01T00:00:00Z,2.129
1992-06-01T00:00:00Z,1.748
1992-07-01T00:00:00Z,1.018
1992-08-01T00:00:00Z,0.57
1992-09-01T00:00:00Z,0.497
1992-10-01T00:00:00Z,0.641
1992-11-01T00:00:00Z,0.582
1992-12-01T00:00:00Z,0.648
1993-01-01T00:00:00Z,0.687
1993-02-01T00:00:00Z,0.979
1993-03-01T00:00:00Z,0.99
1993-04-01T00:00:00Z,1.409
1993-05-01T00:00:00Z,1.998
1993-06-01T00:00:00Z,1.591
1993-07-01T00:00:00Z,1.17
1993-08-01T00:00:00Z,1.042
1993-09-01T00:00:00Z,0.992
1993-10-01T00:00:00Z,1.069
1993-11-01T00:00:00Z,0.834
1993-12-01T00:00:00Z,0.589
1994-01-01T00:00:00Z,0.353
1994-02-01T00:00:00Z,0.197
1994-03-01T00:00:00Z,0.174
1994-04-01T00:00:00Z,0.465
1994-05-01T00:00:00Z,0.573
1994-06-01T00:00:00Z,0.788
1994-07-01T00:00:00Z,0.88
1994-08-01T00:00:00Z,0.773
1994-09-01T00:00:00Z,0.908
1994-10-01T00:00:00Z,1.407
1994-11-01T00:00:00Z,1.299
1994-12-01T00:00:00Z,1.237
1995-01-01T00:00:00Z,1.22
1995-02-01T00:00:00Z,0.961
1995-03-01T00:00:00Z,0.879
1995-04-01T00:00:00Z,0.466
1995-05-01T00:00:00Z,0.563
1995-06-01T00:00:00Z,0.508
1995-07-01T00:00:00Z,0.207
1995-08-01T00:00:00Z,-0.143
1995-09-01T00:00:00Z,-0.426
1995-10-01T00:00:00Z,-0.477
1995-11-01T00:00:00Z,-0.478
1995-12-01T00:00:00Z,-0.554
1996-01-01T00:00:00Z,-0.612
1996-02-01T00:00:00Z,-0.581
1996-03-01T00:00:00Z,-0.227
1996-04-01T00:00:00Z,-0.42
1996-05-01T00:00:00Z,-0.127
1996-06-01T00:00:00Z,0.068
1996-07-01T00:00:00Z,-0.204
1996-08-01T00:00:00Z,-0.374
1996-09-01T00:00:00Z,-0.437
1996-10-01T00:00:00Z,-0.349
1996-11-01T00:00:00Z,-0.146
1996-12-01T00:00:00Z,-0.336
1997-01-01T00:00:00Z,-0.49
1997-02-01T00:00:00Z,-0.595
1997-03-01T00:00:00Z,-0.222
1997-04-01T00:00:00Z,0.535
1997-05-01T00:00:00Z,1.165
1997-06-01T00:00:00Z,2.292
1997-07-01T00:00:00Z,2.805
1997-08-01T00:00:00Z,3.04
1997-09-01T00:00:00Z,3.044
1997-10-01T00:00:00Z,2.401
1997-11-01T00:00:00Z,2.542
1997-12-01T00:00:00Z,2.335
1998-01-01T00:00:00Z,2.466
1998-02-01T00:00:00Z,2.792
1998-03-01T00:00:00Z,2.768
1998-04-01T00:00:00Z,2.685
1998-05-01T00:00:00Z,2.212
1998-06-01T00:00:00Z,1.292
1998-07-01T00:00:00Z,0.347
1998-08-01T00:00:00Z,-0.331
1998-09-01T00:00:00Z,-0.6
1998-10-01T00:00:00Z,-0.798
1998-11-01T00:00:00Z,-1.086
1998-12-01T00:00:00Z,-0.922
1999-01-01T00:00:00Z,-1.053
1999-02-01T00:00:00Z,-1.176
1999-03-01T00:00:00Z,-1.019
1999-04-01T00:00:00Z,-0.982
1999-05-01T00:00:00Z,-0.66
1999-06-01T00:00:00Z,-0.361
1999-07-01T00:00:00Z,-0.507
1999-08-01T00:00:00Z,-0.745
1999-09-01T00:00:00Z,-0.953
1999-10-01T00:00:00Z,-0.973
1999-11-01T00:00:00Z,-1.05
1999-12-01T00:00:00Z,-1.161
2000-01-01T00:00:00Z,-1.139
2000-02-01T00:00:00Z,-1.207
2000-03-01T00:00:00Z,-1.112
2000-04-01T00:00:00Z,-0.479
2000-05-01T00:00:00Z,0.169
2000-06-01T00:00:00Z,-0.053
2000-07-01T00:00:00Z,-0.184
2000-08-01T00:00:00Z,-0.145
2000-09-01T00:00:00Z,-0.227
2000-10-01T00:00:00Z,-0.387
2000-11-01T00:00:00Z,-0.714
2000-12-01T00:00:00Z,-0.566
2001-01-01T00:00:00Z,-0.505
2001-02-01T00:00:00Z,-0.669
2001-03-01T00:00:00Z,-0.571
2001-04-01T00:00:00Z,-0.091
2001-05-01T00:00:00Z,0.233
2001-06-01T00:00:00Z,0.006
2001-07-01T00:00:00Z,0.27
2001-08-01T00:00:00Z,0.338
2001-09-01T00:00:00Z,-0.165
2001-10-01T00:00:00Z,-0.275
2001-11-01T00:00:00Z,-0.153
2001-12-01T00:00:00Z,0.019
2002-01-01T00:00:00Z,0.009
2002-02-01T00:00:00Z,-0.176
2002-03-01T00:00:00Z,-0.137
2002-04-01T00:00:00Z,0.401
2002-05-01T00:00:00Z,0.851
2002-06-01T00:00:00Z,0.913
2002-07-01T00:00:00Z,0.685
2002-08-01T00:00:00Z,1.017
2002-09-01T00:00:00Z,0.908
2002-10-01T00:00:00Z,1
2002-11-01T00:00:00Z,1.09
2002-12-01T00:00:00Z,1.145
2003-01-01T00:00:00Z,1.218
2003-02-01T00:00:00Z,0.937
2003-03-01T00:00:00Z,0.831
2003-04-01T00:00:00Z,0.365
2003-05-01T00:00:00Z,0.111
2003-06-01T00:00:00Z,0.097
2003-07-01T00:00:00Z,0.144
2003-08-01T00:00:00Z,0.316
2003-09-01T00:00:00Z,0.477
2003-10-01T00:00:00Z,0.516
2003-11-01T00:00:00Z,0.57
2003-12-01T00:00:00Z,0.351
2004-01-01T00:00:00Z,0.327
2004-02-01T00:00:00Z,0.356
2004-03-01T00:00:00Z,-0.056
2004-04-01T00:00:00Z,0.285
2004-05-01T00:00:00Z,0.539
2004-06-01T00:00:00Z,0.267
2004-07-01T00:00:00Z,0.541
2004-08-01T00:00:00Z,0.627
2004-09-01T00:00:00Z,0.572
2004-10-01T00:00:00Z,0.508
2004-11-01T00:00:00Z,0.805
2004-12-01T00:00:00Z,0.667
2005-01-01T00:00:00Z,0.32
2005-02-01T00:00:00Z,0.81
2005-03-01T00:00:00Z,1.055
2005-04-01T00:00:00Z,0.642
2005-05-01T00:00:00Z,0.836
2005-06-01T00:00:00Z,0.585
2005-07-01T00:00:00Z,0.49
2005-08-01T00:00:00Z,0.352
2005-09-01T00:00:00Z,0.315
2005-10-01T00:00:00Z,-0.167
2005-11-01T00:00:00Z,-0.392
2005-12-01T00:00:00Z,-0.57
2006-01-01T00:00:00Z,-0.438
2006-02-01T00:00:00Z,-0.411
2006-03-01T00:00:00Z,-0.533
2006-04-01T00:00:00Z,-0.621
2006-05-01T00:00:00Z,0.008
2006-06-01T00:00:00Z,0.53
2006-07-01T00:00:00Z,0.691
2006-08-01T00:00:00Z,0.759
2006-09-01T00:00:00Z,0.823
2006-10-01T00:00:00Z,0.955
2006-11-01T00:00:00Z,1.286
2006-12-01T00:00:00Z,0.951
2007-01-01T00:00:00Z,0.985
2007-02-01T00:00:00Z,0.542
2007-03-01T00:00:00Z,0.112
2007-04-01T00:00:00Z,0.015
2007-05-01T00:00:00Z,0.247
2007-06-01T00:00:00Z,-0.215
2007-07-01T00:00:00Z,-0.288
2007-08-01T00:00:00Z,-0.441
2007-09-01T00:00:00Z,-1.181
2007-10-01T00:00:00Z,-1.217
2007-11-01T00:00:00Z,-1.165
2007-12-01T00:00:00Z,-1.193
2008-01-01T00:00:00Z,-1.02
2008-02-01T00:00:00Z,-1.355
2008-03-01T00:00:00Z,-1.583
2008-04-01T00:00:00Z,-0.874
2008-05-01T00:00:00Z,-0.368
2008-06-01T00:00:00Z,0.133
2008-07-01T00:00:00Z,0.054
2008-08-01T00:00:00Z,-0.266
2008-09-01T00:00:00Z,-0.551
2008-10-01T00:00:00Z,-0.692
2008-11-01T00:00:00Z,-0.597
2008-12-01T00:00:00Z,-0.663
2009-01-01T00:00:00Z,-0.726
2009-02-01T00:00:00Z,-0.677
2009-03-01T00:00:00Z,-0.678
2009-04-01T00:00:00Z,-0.109
2009-05-01T00:00:00Z,0.361
2009-06-01T00:00:00Z,0.819
2009-07-01T00:00:00Z,1.035
2009-08-01T00:00:00Z,1.067
2009-09-01T00:00:00Z,0.735
2009-10-01T00:00:00Z,0.909
2009-11-01T00:00:00Z,1.121
2009-12-01T00:00:00Z,1.045
2010-01-01T00:00:00Z,1.067
2010-02-01T00:00:00Z,1.521
2010-03-01T00:00:00Z,1.427
2010-04-01T00:00:00Z,0.95
2010-05-01T00:00:00Z,0.643
2010-06-01T00:00:00Z,-0.325
2010-07-01T00:00:00Z,-1.156
2010-08-01T00:00:00Z,-1.683
2010-09-01T00:00:00Z,-1.868
