Date,Wind_39
1991-12-01T00:00:00Z,1.35897
1992-01-01T00:00:00Z,-0.68763
1992-06-01T00:00:00Z,1.16629
1992-07-01T00:00:00Z,-2.41107
1992-08-01T00:00:00Z,-3.92355
1992-09-01T00:00:00Z,-2.86606
1992-10-01T00:00:00Z,-0.94071
1992-11-01T00:00:00Z,-3.00058
1992-12-01T00:00:00Z,0.26282
1993-01-01T00:00:00Z,-0.09767
1993-05-01T00:00:00Z,4.80917
1993-06-01T00:00:00Z,-6.11707
1993-07-01T00:00:00Z,-5.34857
1993-08-01T00:00:00Z,-3.74385
1993-09-01T00:00:00Z,-4.13221
1993-10-01T00:00:00Z,-1.65954
1993-11-01T00:00:00Z,-2.40578
1993-12-01T00:00:00Z,1.05141
1994-01-01T00:00:00Z,0.3289
1994-02-01T00:00:00Z,0.09026
1994-03-01T00:00:00Z,-2.07323
1994-04-01T00:00:00Z,-4.58895
1994-05-01T00:00:00Z,-4.38638
1994-06-01T00:00:00Z,-5.85155
1994-07-01T00:00:00Z,-4.42696
1994-08-01T00:00:00Z,-5.33473
1994-09-01T00:00:00Z,-2.38378
1994-10-01T00:00:00Z,-3.45335
1994-11-01T00:00:00Z,-2.11907
1994-12-01T00:00:00Z,0.55668
1995-01-01T00:00:00Z,5.5367
1995-02-01T00:00:00Z,-0.66432
1995-03-01T00:00:00Z,1.0789
1995-04-01T00:00:00Z,-3.20445
1995-08-01T00:00:00Z,-4.0861
1995-09-01T00:00:00Z,-2.13487
1995-10-01T00:00:00Z,-3.17851
1995-11-01T00:00:00Z,-1.92034
1995-12-01T00:00:00Z,1.97026
1996-01-01T00:00:00Z,-0.47764
1996-02-01T00:00:00Z,2.33657
1996-03-01T00:00:00Z,-1.76022
1996-04-01T00:00:00Z,-1.23978
1996-05-01T00:00:00Z,-4.47787
1996-06-01T00:00:00Z,-6.11966
1996-07-01T00:00:00Z,-3.70148
1996-08-01T00:00:00Z,-4.54266
1996-09-01T00:00:00Z,-2.87688
1996-10-01T00:00:00Z,-2.82666
1996-11-01T00:00:00Z,-1.53252
1996-12-01T00:00:00Z,2.96173
1997-01-01T00:00:00Z,0.70733
1997-02-01T00:00:00Z,-3.69772
1997-03-01T00:00:00Z,-3.75257
1997-04-01T00:00:00Z,-4.07636
1997-05-01T00:00:00Z,-2.82595
1997-06-01T00:00:00Z,-6.26639
1997-07-01T00:00:00Z,-3.90613
1997-08-01T00:00:00Z,-1.54533
1997-09-01T00:00:00Z,-2.62833
1997-10-01T00:00:00Z,-2.83071
1997-11-01T00:00:00Z,1.41138
1997-12-01T00:00:00Z,-1.55237
1998-01-01T00:00:00Z,4.62357
1998-02-01T00:00:00Z,3.87511
1998-03-01T00:00:00Z,-1.66417
1998-04-01T00:00:00Z,-2.5505
1998-05-01T00:00:00Z,-1.606
1998-06-01T00:00:00Z,-4.22902
1998-07-01T00:00:00Z,-4.28664
1998-08-01T00:00:00Z,-5.57141
1998-09-01T00:00:00Z,-2.62764
1998-10-01T00:00:00Z,-2.58869
1998-11-01T00:00:00Z,1.53764
1998-12-01T00:00:00Z,-2.57486
1999-01-01T00:00:00Z,-0.68747
1999-02-01T00:00:00Z,1.80848
1999-03-01T00:00:00Z,-0.22552
1999-04-01T00:00:00Z,-5.49471
1999-05-01T00:00:00Z,-5.86774
1999-06-01T00:00:00Z,-5.78357
1999-07-01T00:00:00Z,-3.49582
1999-08-01T00:00:00Z,-3.87893
1999-09-01T00:00:00Z,-2.51394
1999-10-01T00:00:00Z,-2.72245
1999-11-01T00:00:00Z,1.94643
1999-12-01T00:00:00Z,-3.28
2000-01-01T00:00:00Z,1.49351
2000-02-01T00:00:00Z,3.891
2000-03-01T00:00:00Z,-4.38084
2000-04-01T00:00:00Z,-1.26938
2000-05-01T00:00:00Z,-3.74296
2000-06-01T00:00:00Z,-2.729
2000-07-01T00:00:00Z,-4.75681
2000-08-01T00:00:00Z,-3.68192
2000-09-01T00:00:00Z,-2.34757
2000-10-01T00:00:00Z,-2.01036
2000-11-01T00:00:00Z,-1.39003
2000-12-01T00:00:00Z,-0.78464
2001-01-01T00:00:00Z,0.01824
2001-02-01T00:00:00Z,0.96353
2001-03-01T00:00:00Z,-3.45088
2001-04-01T00:00:00Z,-4.09427
2001-05-01T00:00:00Z,-4.46399
2001-06-01T00:00:00Z,-5.33482
2001-07-01T00:00:00Z,-4.20282
2001-08-01T00:00:00Z,-4.14266
2001-09-01T00:00:00Z,-2.59625
2001-10-01T00:00:00Z,-2.00242
2001-11-01T00:00:00Z,0.99764
2001-12-01T00:00:00Z,1.34919
2002-02-01T00:00:00Z,0.65471
2002-03-01T00:00:00Z,-2.04556
2002-04-01T00:00:00Z,-2.28802
2002-05-01T00:00:00Z,-4.38758
2002-06-01T00:00:00Z,-5.40278
2002-07-01T00:00:00Z,-3.08866
2002-08-01T00:00:00Z,-2.91862
2002-09-01T00:00:00Z,-2.13672
2002-10-01T00:00:00Z,-3.04125
2002-11-01T00:00:00Z,-0.21947
2002-12-01T00:00:00Z,4.11304
2003-01-01T00:00:00Z,2.10768
2003-02-01T00:00:00Z,-2.50208
2003-03-01T00:00:00Z,-1.58735
2003-04-01T00:00:00Z,0.64375
2003-05-01T00:00:00Z,-4.61815
2003-06-01T00:00:00Z,-3.33597
2003-07-01T00:00:00Z,-3.95479
2003-08-01T00:00:00Z,-2.37873
2003-09-01T00:00:00Z,-2.20912
2003-10-01T00:00:00Z,-3.66366
2003-11-01T00:00:00Z,0.07611
2003-12-01T00:00:00Z,2.57534
2004-01-01T00:00:00Z,0.63042
2004-02-01T00:00:00Z,1.29381
2004-03-01T00:00:00Z,-4.21146
2004-04-01T00:00:00Z,-2.7242
2004-05-01T00:00:00Z,-4.41876
2004-06-01T00:00:00Z,-4.54417
2004-07-01T00:00:00Z,-2.92668
2004-08-01T00:00:00Z,-2.0461
2004-09-01T00:00:00Z,-4.60825
2004-10-01T00:00:00Z,-1.33769
2004-11-01T00:00:00Z,-2.99624
2004-12-01T00:00:00Z,0.86465
2005-01-01T00:00:00Z,1.40726
2005-02-01T00:00:00Z,-0.51967
2005-03-01T00:00:00Z,-0.51089
2005-04-01T00:00:00Z,-2.75528
2005-05-01T00:00:00Z,-1.5914
2005-06-01T00:00:00Z,-3.68958
2005-07-01T00:00:00Z,-3.17258
2005-08-01T00:00:00Z,-3.55922
2005-09-01T00:00:00Z,-3.71014
2005-10-01T00:00:00Z,-2.59933
2005-11-01T00:00:00Z,-2.07191
2005-12-01T00:00:00Z,2.80579
2006-01-01T00:00:00Z,1.18235
2006-02-01T00:00:00Z,-1.27934
2006-03-01T00:00:00Z,2.00431
2006-04-01T00:00:00Z,1.25972
2006-09-01T00:00:00Z,-4.38055
2006-10-01T00:00:00Z,-2.95789
2006-11-01T00:00:00Z,-0.45258
2006-12-01T00:00:00Z,1.01694
2007-01-01T00:00:00Z,-4.66366
2007-02-01T00:00:00Z,0.11124
2007-03-01T00:00:00Z,-4.16969
2007-04-01T00:00:00Z,-4.73315
2007-05-01T00:00:00Z,-5.34845
2007-06-01T00:00:00Z,-5.58815
2007-08-01T00:00:00Z,-3.0873
2007-09-01T00:00:00Z,-2.55097
2007-10-01T00:00:00Z,-1.72113
2007-11-01T00:00:00Z,-2.07503
2007-12-01T00:00:00Z,-1.07594
2008-01-01T00:00:00Z,1.57984
2008-02-01T00:00:00Z,-2.22787
2008-03-01T00:00:00Z,-4.47245
2008-04-01T00:00:00Z,-4.22837
2008-05-01T00:00:00Z,-6.30837
2008-06-01T00:00:00Z,-6.68289
2008-07-01T00:00:00Z,-4.68589
2008-08-01T00:00:00Z,-4.88441
2008-09-01T00:00:00Z,-2.39485
2008-10-01T00:00:00Z,-3.05457
2008-11-01T00:00:00Z,-1.0675
2008-12-01T00:00:00Z,-1.48116
2009-01-01T00:00:00Z,-3.62911
2009-02-01T00:00:00Z,2.17288
2009-03-01T00:00:00Z,-4.51882
2009-04-01T00:00:00Z,-5.80819
2009-05-01T00:00:00Z,-4.39315
2009-06-01T00:00:00Z,-4.77014
2009-07-01T00:00:00Z,-4.53831
2009-08-01T00:00:00Z,-4.17258
2009-09-01T00:00:00Z,-4.17625
2009-10-01T00:00:00Z,-2.96371
2009-11-01T00:00:00Z,-2.02653
2009-12-01T00:00:00Z,0.98763
2010-01-01T00:00:00Z,4.38785
2010-02-01T00:00:00Z,1.2811
2010-03-01T00:00:00Z,-1.25935
2010-04-01T00:00:00Z,-2.86111
2010-05-01T00:00:00Z,-4.15121
2010-06-01T00:00:00Z,-6.73222
2010-07-01T00:00:00Z,-2.75739
2010-08-01T00:00:00Z,-4.94852
2010-09-01T00:00:00Z,-3.11194
2010-10-01T00:00:00Z,-0.8832
2010-11-01T00:00:00Z,-2.51564
2011-07-01T00:00:00Z,-1.26364
2011-08-01T00:00:00Z,-5.23145
2011-09-01T00:00:00Z,-2.41569
2011-10-01T00:00:00Z,-3.01452
2011-11-01T00:00:00Z,-1.48637
2011-12-01T00:00:00Z,-2.22298
2012-01-01T00:00:00Z,-1.25728
2012-02-01T00:00:00Z,-3.8569
2012-03-01T00:00:00Z,0.91213
2012-04-01T00:00:00Z,-1.4185
2012-05-01T00:00:00Z,-6.31696
2012-06-01T00:00:00Z,-5.4425
2012-07-01T00:00:00Z,-5.46384
2012-08-01T00:00:00Z,-4.16344
2012-09-01T00:00:00Z,-3.0025
2012-10-01T00:00:00Z,-1.4832
2012-11-01T00:00:00Z,0.79026
2012-12-01T00:00:00Z,-0.77497
2013-01-01T00:00:00Z,-3.30619
2013-02-01T00:00:00Z,-4.86533
2013-03-01T00:00:00Z,-3.819
2013-04-01T00:00:00Z,-5.89819
2013-05-01T00:00:00Z,-4.90175
2013-06-01T00:00:00Z,-3.86778
2013-07-01T00:00:00Z,-3.6358
2013-08-01T00:00:00Z,-2.43455
2013-09-01T00:00:00Z,-2.42601
2013-10-01T00:00:00Z,-4.47547
2013-11-01T00:00:00Z,-2.31289
2013-12-01T00:00:00Z,-4.08395
2014-01-01T00:00:00Z,-1.79445
2014-02-01T00:00:00Z,0.046
2014-03-01T00:00:00Z,-1.6011
2014-04-01T00:00:00Z,-3.73805
2014-05-01T00:00:00Z,-5.52287
2014-06-01T00:00:00Z,-5.99021
2014-07-01T00:00:00Z,-3.07665
2014-08-01T00:00:00Z,-2.63937
2014-09-01T00:00:00Z,-0.51624
2014-10-01T00:00:00Z,-1.11007
2014-11-01T00:00:00Z,-0.66177
2014-12-01T00:00:00Z,2.85882
2015-03-01T00:00:00Z,-3.30116
2015-04-01T00:00:00Z,-4.65509
2015-05-01T00:00:00Z,-4.97258
2015-06-01T00:00:00Z,-3.76146
2015-07-01T00:00:00Z,-1.80329
2015-10-01T00:00:00Z,-1.84274
2015-11-01T00:00:00Z,-2.88653
2015-12-01T00:00:00Z,0.43723
2016-01-01T00:00:00Z,3.99288
2016-02-01T00:00:00Z,-1.11443
2016-03-01T00:00:00Z,0.07782
2016-04-01T00:00:00Z,-3.40319
2016-05-01T00:00:00Z,-3.36398
2016-06-01T00:00:00Z,-4.71903
2016-07-01T00:00:00Z,-4.74274
2016-08-01T00:00:00Z,-2.02285
2016-09-01T00:00:00Z,-4.36694
2016-10-01T00:00:00Z,1.49704
2016-11-01T00:00:00Z,0.49499
2016-12-01T00:00:00Z,-2.37231
2017-01-01T00:00:00Z,1.41815
2017-02-01T00:00:00Z,2.04552
