"Date","CBA_South","CBA_North","Msquid_N","Herring","Anch","Sard","Year.of.Observation","Month.of.Observation"
2010-05-01,0.54334164,-0.18355277,NA,NA,NA,NA,2010,"MAY"
2010-06-01,0.33867565,0.22350064,NA,NA,NA,NA,2010,"JUN"
2010-07-01,0.09946018,0.24603769,NA,NA,NA,NA,2010,"JUL"
2010-08-01,0.04281065,0.29550263,NA,NA,NA,NA,2010,"AUG"
2010-09-01,0.007229825,0.23259895,NA,NA,NA,NA,2010,"SEP"
2010-10-01,0.1355267,0.44057825,NA,NA,NA,NA,2010,"OCT"
2010-11-01,-0.2110645,0.033368517,NA,NA,NA,NA,2010,"NOV"
2011-01-01,-0.08677269,0.13725416,0.234891,0.0312171,0.194404,0.202989,2011,"JAN"
2011-02-01,0.033618286,0.5042753,NA,NA,NA,NA,2011,"FEB"
2011-03-01,-0.38765943,1.0504647,NA,NA,NA,NA,2011,"MAR"
2011-04-01,-0.24568911,0.7271327,NA,NA,NA,NA,2011,"APR"
2011-05-01,-0.056186162,0.848925,NA,NA,NA,NA,2011,"MAY"
2011-06-01,-0.19728176,0.35330063,NA,NA,NA,NA,2011,"JUN"
2011-07-01,-0.08626483,0.48614603,NA,NA,NA,NA,2011,"JUL"
2011-08-01,-0.18514676,-0.0193196,NA,NA,NA,NA,2011,"AUG"
2011-09-01,-0.18072183,0.5062289,NA,NA,NA,NA,2011,"SEP"
2011-10-01,0.04056003,0.037511572,NA,NA,NA,NA,2011,"OCT"
2011-11-01,0.13765772,-0.006414815,NA,NA,NA,NA,2011,"NOV"
2011-12-01,-0.12583221,0.28512666,NA,NA,NA,NA,2011,"DEC"
2012-01-01,-0.002300463,0.9918708,0.263308,0.0227416,0.150633,0.0521102,2012,"JAN"
2012-02-01,-0.0363206,1.014542,NA,NA,NA,NA,2012,"FEB"
2012-03-01,-0.09529831,0.94226474,NA,NA,NA,NA,2012,"MAR"
2012-04-01,0.10566089,0.022732679,NA,NA,NA,NA,2012,"APR"
2012-05-01,-0.19313616,0.348425,NA,NA,NA,NA,2012,"MAY"
2012-06-01,-0.19906694,0.5314562,NA,NA,NA,NA,2012,"JUN"
2012-07-01,-0.15865742,0.4745738,NA,NA,NA,NA,2012,"JUL"
2012-08-01,-0.18513009,0.46974707,NA,NA,NA,NA,2012,"AUG"
2012-09-01,-0.19288406,0.14492673,NA,NA,NA,NA,2012,"SEP"
2012-10-01,-0.16333441,-0.18908842,NA,NA,NA,NA,2012,"OCT"
2012-11-01,0.29016328,-0.34003147,NA,NA,NA,NA,2012,"NOV"
2012-12-01,0.19657889,-0.15317333,NA,NA,NA,NA,2012,"DEC"
2013-01-01,0.20405509,0.1300375,0.168133,0.156574,0.119698,0.0544134,2013,"JAN"
2013-02-01,-0.14146505,0.17180867,NA,NA,NA,NA,2013,"FEB"
2013-03-01,0.07114891,0.7242397,NA,NA,NA,NA,2013,"MAR"
2013-04-01,-0.2253354,0.779916,NA,NA,NA,NA,2013,"APR"
2013-05-01,-0.3075528,0.744825,NA,NA,NA,NA,2013,"MAY"
2013-06-01,-0.1836225,0.46141174,NA,NA,NA,NA,2013,"JUN"
2013-07-01,-0.1513315,-0.08110398,NA,NA,NA,NA,2013,"JUL"
2013-08-01,-0.24445231,0.28051373,NA,NA,NA,NA,2013,"AUG"
2013-09-01,-0.12317851,-0.033634383,NA,NA,NA,NA,2013,"SEP"
2013-10-01,0.17976002,-0.15348843,NA,NA,NA,NA,2013,"OCT"
2013-11-01,-0.15217562,0.22265185,NA,NA,NA,NA,2013,"NOV"
2013-12-01,0.17200111,-0.12054,NA,NA,NA,NA,2013,"DEC"
2014-01-01,-0.65610045,0.2440375,0.608195,0.359861,0.059999,0.00933975,2014,"JAN"
2014-02-01,-0.4038095,0.55032533,NA,NA,NA,NA,2014,"FEB"
2014-03-01,-0.36348164,0.81229806,NA,NA,NA,NA,2014,"MAR"
2014-04-01,-0.29551134,0.34304935,NA,NA,NA,NA,2014,"APR"
2014-05-01,0.0976805,0.60634166,NA,NA,NA,NA,2014,"MAY"
2014-06-01,-0.17420769,0.12530063,NA,NA,NA,NA,2014,"JUN"
2014-07-01,-0.103692606,0.24884602,NA,NA,NA,NA,2014,"JUL"
2014-08-01,-0.100580096,0.2537304,NA,NA,NA,NA,2014,"AUG"
2014-09-01,0.19031964,0.063304506,NA,NA,NA,NA,2014,"SEP"
2014-10-01,0.6234767,-0.6363218,NA,NA,NA,NA,2014,"OCT"
2014-11-01,0.32101327,-1.0650648,NA,NA,NA,NA,2014,"NOV"
2014-12-01,0.09150111,-0.62050664,NA,NA,NA,NA,2014,"DEC"
2015-01-01,0.040758796,-0.5389847,0.544955,0.0921354,0.0154068,0.00302598,2015,"JAN"
2015-02-01,0.2005294,-0.83999133,NA,NA,NA,NA,2015,"FEB"
2015-03-01,0.41234612,-0.731752,NA,NA,NA,NA,2015,"MAR"
2015-04-01,0.5910998,-1.130984,NA,NA,NA,NA,2015,"APR"
2015-05-01,0.36356384,-0.17110834,NA,NA,NA,NA,2015,"MAY"
2015-06-01,0.22823305,0.05997841,NA,NA,NA,NA,2015,"JUN"
2015-07-01,0.4877685,0.07100713,NA,NA,NA,NA,2015,"JUL"
2015-08-01,0.3908662,-0.40785292,NA,NA,NA,NA,2015,"AUG"
2015-09-01,0.60014373,-0.9597677,NA,NA,NA,NA,2015,"SEP"
2015-10-01,0.79912114,-1.0839218,NA,NA,NA,NA,2015,"OCT"
2015-11-01,0.38900217,-1.1382482,NA,NA,NA,NA,2015,"NOV"
2016-01-01,0.02268287,-1.1446959,0.450263,0.0479869,0.0265565,0.0138274,2016,"JAN"
2016-02-01,0.36964607,-1.2009913,NA,NA,NA,NA,2016,"FEB"
2016-03-01,0.32489982,-1.335702,NA,NA,NA,NA,2016,"MAR"
2016-04-01,0.56640166,-1.4349062,NA,NA,NA,NA,2016,"APR"
2016-05-01,0.806075,-1.4637583,NA,NA,NA,NA,2016,"MAY"
2016-06-01,0.53249604,-0.63282156,NA,NA,NA,NA,2016,"JUN"
2016-07-01,0.46370184,-0.62877065,NA,NA,NA,NA,2016,"JUL"
2016-08-01,0.29760325,-0.7941863,NA,NA,NA,NA,2016,"AUG"
2016-09-01,0.41451037,-0.95858437,NA,NA,NA,NA,2016,"SEP"
2016-10-01,0.30989337,-0.35280508,NA,NA,NA,NA,2016,"OCT"
2016-11-01,0.5508355,-1.0044814,NA,NA,NA,NA,2016,"NOV"
2016-12-01,0.1669789,-0.8905067,NA,NA,NA,NA,2016,"DEC"
2017-01-01,-0.08867824,-1.1446959,0.357637,0.0151836,0.0400024,0.00226169,2017,"JAN"
2017-02-01,0.19012384,-1.1922469,NA,NA,NA,NA,2017,"FEB"
2017-03-01,0.45952946,-1.335702,NA,NA,NA,NA,2017,"MAR"
2017-04-01,0.5598331,-1.3875173,NA,NA,NA,NA,2017,"APR"
2017-05-01,0.35043052,-1.579575,NA,NA,NA,NA,2017,"MAY"
2017-06-01,0.7058812,-1.207666,NA,NA,NA,NA,2017,"JUN"
2017-07-01,0.25764072,-0.360254,NA,NA,NA,NA,2017,"JUL"
2017-08-01,0.13148102,0.37451375,NA,NA,NA,NA,2017,"AUG"
2017-09-01,0.101832606,-0.33511773,NA,NA,NA,NA,2017,"SEP"
2017-10-01,0.25896004,0.19372824,NA,NA,NA,NA,2017,"OCT"
2017-11-01,0.14730217,0.35858518,NA,NA,NA,NA,2017,"NOV"
2017-12-01,-0.11643778,-0.30527332,NA,NA,NA,NA,2017,"DEC"
